LEON LUBIANKER,GILROY,41,Photochemotherapy with UV-B,,532,no,16,
JOSEPH H. GREENBERG,SAN RAFAEL,47,Photochemotherapy with UV-B,,540,no,17,
REUBEN M. ANDERS,SONOMA,14,Photodynamic tx skin,,15,no,11,
JANICE E. TOMITA,MILL VALLEY,35,Physical performance test,,164,no,18,
SUCHITRA PANDEY,SAN FRANCISCO,,Physician blood bank service,,37,no,6,
LESS T. CHAFEN,OAKLAND,46,Place breast clip percut,,31,no,6,
MATTHEW E. PASTO,SAN JOSE,39,Place breast clip percut,,54,no,8,
RALPH L. SMATHERS,LOS GATOS,36,Place breast clip percut,,47,no,16,
JAMES J. ZIMMERMAN,REDWOOD CITY,39,Place catheter in artery,,23,no,7,
JEFFREY E. THOMAS,FREMONT,26,Place catheter in artery,,20,no,8,
DAVID W. CHANG,SAN JOSE,24,Place catheter in vein,,22,no,10,
FRANK S. YANG,SAN FRANCISCO,,Place gastrostomy tube,,12,yes,-2,
ROBERT A. QUINT,SAN JOSE,54,Pm device eval in person,,127,no,14,
ADA A. KORANSKY,SAN JOSE,40,Pm device eval in person,,15,no,3,
MICHAEL R. NAGEL,SAN JOSE,50,Pm device eval in person,,15,no,8,
WILLIAM D. BOWDEN,HEALDSBURG,34,Pm device interrogate remote,,54,no,12,
CARLETON T. NIBLEY,WALNUT CREEK,26,Pm device progr eval dual,,14,no,10,
DENNIS J. SHEEHAN,REDWOOD CITY,37,Pm device progr eval dual,,17,no,4,
DWAIN COGGINS,SAN JOSE,30,Pm device progr eval dual,,165,no,19,
WILLIAM B. RICKS,SAN JOSE,,Pm device progr eval dual,,61,no,11,
CHEUNG K. LEUNG,GILROY,30,Pm device progr eval dual,6693,206,no,7,
THOMAS G. QUINN,OAKLAND,28,Pm device progr eval dual,,32,no,7,
STEVE S. LEE,MOUNTAIN VIEW,17,Pm device progr eval dual,,16,no,4,
AGUSTIN J. ARGENAL,CONCORD,39,Pm device progr eval dual,,134,no,11,
WALTER SAVAGE,BRENTWOOD,33,Pm device progr eval dual,,99,no,12,
SUNG CHUN,PALO ALTO,25,Pm device progr eval dual,,279,no,10,
KELLY ANN F. CRONIN,SAN MATEO,5,Pm device progr eval multi,,22,no,8,
JEFFREY R. BRENEISEN,FAIRFIELD,21,Pm/icd remote tech serv,,71,no,9,
YIN-YIN MYINT,DALY CITY,28,Pneumococcal vaccine,,27,no,8,
ELIZA G. BENNITT,MENLO PARK,11,Pneumococcal vaccine,,12,no,3,
CAROLINE G. HELLINGS,SANTA ROSA,27,Pneumococcal vaccine,,11,no,2,
ANN OMACHI,DALY CITY,35,Pneumococcal vaccine,,11,no,7,
ALLA BOYKOFF,SAN FRANCISCO,29,Pneumococcal vaccine,274,12,no,2,
LAWRENCE L. CHAO,SAN FRANCISCO,29,Pneumococcal vaccine,,18,yes,-3,
ROD W. PERRY,OAKLAND,39,Pneumococcal vaccine,,17,no,8,
PAVANI KURUMA,BERKELEY,18,Pneumococcal vaccine,,12,no,11,
RICHARD R. GANZ,HEALDSBURG,40,Pneumococcal vaccine,,13,no,11,
ALFRED D. OPPENHEIM,CORTE MADERA,,Pneumococcal vaccine,,120,no,18,
RICHARD LEE,FREMONT,32,Pneumococcal vaccine,,13,yes,-2,
SANG K. LEE,SAN JOSE,36,Pneumococcal vaccine,,38,no,8,
BARBARA L. BOYER,FREMONT,30,Pneumococcal vaccine,,11,no,8,
JAMES STRINGER,PALO ALTO,39,Pneumococcal vaccine,,13,no,8,
SHIU-LAN LUI,OAKLAND,28,Pneumococcal vaccine,,24,no,6,
WEIWEN ZHENG,SAN FRANCISCO,22,Pneumococcal vaccine,,13,no,8,
BRIAN J. CANDELL,ORINDA,23,Pneumococcal vaccine,,33,no,12,
DEIRDRE STEGMAN,PALO ALTO,34,Pneumococcal vaccine,,20,no,10,
ROBERT T. SANTOS,PLEASANTON,36,Pneumococcal vaccine,,85,no,9,
BENJAMIN A. JEWELL,NAPA,17,Pneumococcal vaccine,,21,no,8,
MICHAEL S. VARON,CONCORD,23,Pneumococcal vaccine,,18,no,7,
BETTY M. TAM,LIVERMORE,13,Pneumococcal vaccine,,11,no,3,
SAJOT S. GREWAL,CORTE MADERA,17,Pneumococcal vaccine,,49,no,16,
JOSEPH A. HABIS,SAN RAFAEL,24,Pneumococcal vaccine,964,63,no,6,
JOYCE HANSEN,SAN FRANCISCO,36,Pneumococcal vaccine,,14,no,8,
TRACY P. TRAM,SAN JOSE,19,Pneumococcal vaccine,,15,no,6,
LAWREN S. HICKS,WALNUT CREEK,39,Pneumococcal vaccine,297,32,no,6,
MARGO V. BUDMAN,ROHNERT PARK,17,Pneumococcal vaccine,,14,no,2,
CAROLINE M. SCHREIBER,VALLEJO,11,Pneumococcal vaccine,,14,no,5,
GINA R. WANG,OAKLAND,22,Pneumococcal vaccine,,14,no,4,
JOY S. BLOCH,WALNUT CREEK,19,Pneumococcal vaccine,,11,no,6,
HERBERT M. FISHER,BURLINGAME,50,Pneumococcal vaccine,,13,no,4,
JOE L. MORGENSEN,SAN JOSE,44,Pneumococcal vaccine,,41,no,7,
RICARDO E. DENAPOLI,VACAVILLE,40,Pneumococcal vaccine,,19,no,13,
LOREN C. STOLLE,SAN FRANCISCO,41,Pneumococcal vaccine,,12,no,6,
DAVID L. BEGERT,SANTA ROSA,27,Pneumococcal vaccine,,13,no,2,
STEPHANIE WONG,MOUNTAIN VIEW,14,Pneumococcal vaccine,,13,no,8,
CALVIN K. LEI,PLEASANTON,27,Pneumococcal vaccine,,11,no,2,
ROBERT L. LANDGRAF,FAIRFIELD,27,Pneumococcal vaccine,,27,no,13,
MARGARET E. VINCENT,FAIRFIELD,28,Pneumococcal vaccine,,28,no,14,
CARL M. KIRSCH,SAN JOSE,38,Polysomnography 4 or more,,48,no,16,
NITUN VERMA,FREMONT,10,Polysomnography 4 or more,12181,38,no,-2,
QUALIUM CORP.,SAN FRANCISCO,,Polysomnography 4 or more,,42,no,7,
"SAN LEANDRO SLEEP DISORDERS CENTER, PROF. CORP.",SAN LEANDRO,,Polysomnography 4 or more,,147,no,18,
HARAMANDEEP SINGH,SAN RAMON,20,Polysomnography 4 or more,48261,89,no,-1,
THEODORE A. OMACHI,SAN FRANCISCO,12,Polysomnography 4 or more,,31,no,14,
"SLEEPMED OF CALIFORNIA, INC.",VACAVILLE,,Polysomnography 4 or more,,14,no,9,
REDWOOD SLEEP CENTER INC.,NOVATO,,Polysomnography 4 or more,,16,no,5,
ALL CITY SLEEP CENTER,DALY CITY,,Polysomnography 4 or more,,30,no,13,
"SUNNYVALE OPERATING COMPANY, LLC",SARATOGA,,Polysomnography 4 or more,,48,no,8,
SOUTH COUNTY SLEEP DISORDERS MEDICAL CENTER INC,SAN JOSE,,Polysomnography 4 or more,,48,no,15,
EUGENE BELOGORSKY,SANTA ROSA,40,Polysomnography 4 or more,,158,no,13,
SHANNON SULLIVAN,REDWOOD CITY,,Polysomnography 4 or more,,25,no,13,
QUALIUM CORP,LOS GATOS,,Polysomnography 4 or more,,136,no,10,
ALEX A. CLERK,SAN JOSE,39,Polysomnography w/cpap,,38,no,14,
REM SLEEP DIAGNOSTICS MARIN INC,SAN RAFAEL,,Polysomnography w/cpap,,56,no,8,
PENINSULA SLEEP LAB,SOUTH SAN FRANCISCO,,Polysomnography w/cpap,,13,no,3,
GRAHAM A. GLASS,SAN FRANCISCO,,Polysomnography w/cpap,,65,no,15,
ALTO SLEEP,MOUNTAIN VIEW,,Polysomnography w/cpap,,17,no,6,
"UNITED SLEEP CENTERS, LLC",ANTIOCH,,Polysomnography w/cpap,,45,no,8,
"AHI SOLUTIONS, INC.",OAKLAND,,Polysomnography w/cpap,,31,no,12,
CONTRA COSTA SLEEP CENTER LLC,WALNUT CREEK,,Polysomnography w/cpap,,336,no,13,
SLEEPMED OF CALIFORNIA INC,FAIRFIELD,,Polysomnography w/cpap,,62,no,15,
CHAD M. RUOFF,REDWOOD CITY,,Polysomnography w/cpap,,21,no,13,
ROSS F. LIEBMAN,SUNNYVALE,11,Polysomnography w/cpap,,104,no,9,
DAVID DENEAU,PALO ALTO,,Potassium hydroxide preps,,13,no,4,
SAYED JOVKAR,LOS GATOS,23,Probe nasolacrimal duct,,15,no,7,
SAMUEL S. OOMMEN,WALNUT CREEK,40,Proctosigmoidoscopy dx,,31,no,5,
GUY DELOREFICE,SANTA ROSA,18,Prolonged service inpatient,,47,no,14,
LUTHER RICHEY,SAN FRANCISCO,7,Prolonged service inpatient,,19,no,10,
ELLEN D. HERBST,SAN FRANCISCO,12,Prolonged service inpatient,,33,no,13,
MICHAEL S. COLEMAN,SAN FRANCISCO,,Prolonged service inpatient,,13,no,3,
ANNE L. KINDERMAN,SAN FRANCISCO,10,Prolonged service inpatient,,13,no,2,
SHAUN CHO,PALO ALTO,23,Prolonged service office,,32,no,6,
VINCENT L. BALDWIN,SAN LEANDRO,36,Prolonged service office,,118,no,9,
MICHAEL H. MOSKOWITZ,SAUSALITO,37,Prolonged service office,,60,no,11,
E DENNIS GLAFKIDES,PLEASANTON,54,Prolonged service office,,79,no,13,
AMY E. SHAW,SANTA ROSA,25,Prolonged service office,,19,no,7,
JEFFREY L. STEVENSON,NOVATO,28,Prolonged service office,,30,no,9,
HAMID M. MEHDIZADEH,SAN JOSE,50,Prolonged service office,,39,no,8,
ROBYN G. YOUNG,ALAMEDA,37,Prolonged service office,,96,no,11,
JOSE L. LOPEZ,PLEASANT HILL,7,Prolonged service office,,27,no,12,
HELEN S. KAO,BERKELEY,11,Prolonged service office,,18,no,4,
ROBERT H. HINES,SAUSALITO,37,Prolonged service office,,19,no,8,
CATHERINE MADISON,SAN FRANCISCO,30,Prolonged service office,,32,no,5,
COREY W. WEINSTEIN,SAN FRANCISCO,45,Prolonged service office,,14,no,10,
CLAUDINE G. DUTARET,ALAMEDA,21,Prolonged service office,,84,no,11,
TRACY A. NEWKIRK,MILL VALLEY,47,Prolonged service office,,51,no,13,
DONALD C. FLETCHER,SAN FRANCISCO,32,Prolonged service office,,381,no,13,
JON M. GREIF,OAKLAND,44,Prolonged service office,,28,no,10,
NASI D. LESSANI,HALF MOON BAY,52,Prolonged service office,,61,no,15,
DEBORAH J. FREEHLING,MOUNTAIN VIEW,33,Prolonged service office,,23,no,8,
THOMAS M. CUNNINGHAM,SEBASTOPOL,36,Prolonged service office,,30,no,13,
CHARLES M. ELBOIM,SANTA ROSA,42,Prolonged service office,,12,no,4,
HOSSEIN HABIBI,SAN JOSE,48,Prostatectomy (TURP),,14,no,11,
SUTTER EAST BAY MEDICAL FOUNDATION,BERKELEY,,Protein e-phoresis serum,,15,no,6,
THEODORE W. KURTZ,SAN FRANCISCO,35,Protein e-phoresis serum,,1768,no,11,
OLGA K. WEINBERG,FREMONT,,Protein e-phoresis/urine/csf,,27,no,13,
IVY Y. TAN,SAN FRANCISCO,5,Prothrombin time,,59,no,12,
KATHRYN SAXTON,FREMONT,10,Prothrombin time,,263,no,12,
THUAN DUONG,FREMONT,,Prothrombin time,,334,no,13,
DAVID A. VAUGHAN,DALY CITY,32,Prothrombin time,,344,no,13,
ALISON SUPERKO,MOUNTAIN VIEW,35,Prothrombin time,,1667,no,14,
LYNNETTE LISSIN,PALO ALTO,20,Prothrombin time,,1628,no,14,
STEVEN CARLSON,MOUNTAIN VIEW,30,Prothrombin time,,135,no,11,
BARRETT BRYAN,REDWOOD CITY,,Prothrombin time,,139,no,18,
RICHARD M. SANKARY,PINOLE,32,Prothrombin time,,51,no,8,
MANDEEP AYER,LOS GATOS,36,Prothrombin time,,224,no,19,
RAMTIN AGAH,MOUNTAIN VIEW,22,Prothrombin time,,138,no,10,
CONNIE S. WONG,SAN FRANCISCO,7,Prothrombin time,,1479,no,13,
ESTHER CHAN,DALY CITY,,Prothrombin time,,345,no,16,
PATIENT HOME MONITORING INC.,SAN FRANCISCO,,Provide INR test mater/equip,,21016,no,13,
MARK A. PETERSON,GREENBRAE,,Prp i/hern init reduc >5 yr,,25,no,9,
ROBERT E. MURRAY,SAN FRANCISCO,52,Prp i/hern init reduc >5 yr,,13,no,11,
BRIAN F. SCHMIDT,SANTA ROSA,32,Prp i/hern init reduc >5 yr,,20,no,7,
KAREN WHANG,PALO ALTO,20,Prp i/hern init reduc >5 yr,,15,no,6,
CHRISTINE S. GARTNER,SAN JOSE,,Psy dx interview,,199,no,10,
NATALIE MA,SAN RAFAEL,,Psy dx interview,,54,no,11,
HEATHER A. COLBERT,SAN JOSE,,Psy dx interview,,192,no,10,
ARTOTELES TANDINCO,FAIRFIELD,,Psy dx interview,,38,no,15,
LOUIS A. DIAZ,CONCORD,41,Psy dx interview,,16,no,3,
JOHN T. SORRELL,SAN MATEO,11,Psy dx interview,,36,no,7,
FRANK R. SCHULKIN,SAN FRANCISCO,,Psy dx interview,,72,no,16,
JENNIFER S. BIRCH,BERKELEY,,Psy dx interview,,17,no,6,
MARTHA S. LOSCH,MENLO PARK,,Psy dx interview,,27,no,5,
HOWARD FENN,PALO ALTO,43,Psy dx interview,,36,no,13,
MABEL N. MOSES,ANTIOCH,52,Psy dx interview,,18,no,12,
GREGORY BRAVERMAN,SAN JOSE,21,Psy dx interview,,16,no,12,
HOWARD J. WEISMAN,PLEASANT HILL,49,Psy dx interview,,45,no,15,
JOHN C. FURMAN,SAN MATEO,16,Psy dx interview,,57,no,9,
PAMELA A. PARADOWSKI,CASTRO VALLEY,21,Psy dx interview,,20,no,9,
KRISTINE Y. KWOK,SAN MATEO,9,Psy dx interview,,21,no,8,
GERARDO B. MANANSALA,AMERICAN CANYON,31,Psy dx interview,,259,no,19,
JIMMY JUN,SAN FRANCISCO,13,Psy dx interview,,19,no,5,
BETH L. COOK,KENTFIELD,14,Psy dx interview,,121,no,12,
JENNIFER M. MURPHY,SAN FRANCISCO,,Psy dx interview,,119,no,10,
KARL T. KNOBLER,BERKELEY,38,Psy dx interview,,12,no,7,
ANN WATTERS,SAN MATEO,15,Psy dx interview,,21,no,10,
WILLIAM GARDNER,SAN FRANCISCO,,Psy dx interview,,23,no,8,
DAMON M. WALCOTT,SAN MATEO,,Psy dx interview,,14,no,4,
ELLEN O'TOOLE,SEBASTOPOL,8,Psy dx interview,,11,no,7,
MARC A. CAMPOS,FAIRFIELD,,Psy dx interview,,14,no,6,
ROBERT G. SLATER,SAN JOSE,,Psy dx interview,,106,no,9,
TERESITA T. PONTEJOS-MURPHY,SAN FRANCISCO,33,Psy dx interview,,13,no,7,
SANDRA STEIN,SAN FRANCISCO,19,Psy dx interview,,18,no,6,
GEMMA GUILLERMO,REDWOOD CITY,,Psy dx interview,,68,no,8,
GINGER MARTIRE,SARATOGA,8,Psy dx interview,,18,no,5,
GERTRUDES A. HERNANDEZ,WALNUT CREEK,24,Psy dx interview,,11,no,8,
MAYA SASTRY,FREMONT,18,Psy dx interview,,34,no,13,
JAN A. VITEK,OAKLAND,14,Psy dx interview,,80,no,14,
ANGELICA M. CAUSOR,SAN JOSE,9,Psy dx interview,,25,no,8,
LOREN GERSTEIN,SANTA ROSA,19,Psy dx interview,,14,no,7,
MAGDALENE PETER,SAN JOSE,,Psy dx interview,,65,no,12,
CHRISTOPHER B. DUNHAM,SAN FRANCISCO,,Psy dx interview,,16,no,7,
RICHARD L. LINDSEY,YOUNTVILLE,,Psy dx interview,,23,no,8,
GREGORY A. BENITZ,SAN FRANCISCO,6,Psy dx interview,,98,no,12,
SUSAN KELLER,VALLEJO,36,Psy dx interview,,11,no,10,
TONITA E. WROOLIE,PALO ALTO,,Psy dx interview,,16,no,5,
DEBORAH R. GREENE,OAKLAND,20,Psy dx interview,,18,no,7,
IRWIN M. SHAPIRO,CUPERTINO,54,Psy dx interview,,477,no,20,
KATHERINE W. SMITH,SAN MATEO,6,Psy dx interview,,11,no,4,
JENNIFER BOBROW,RICHMOND,10,Psy dx interview,,33,no,7,
NICOLE L. SUCRE,SAN FRANCISCO,6,Psy dx interview,,26,no,7,
SHAWNESSY P. O'DELL,SARATOGA,7,Psy dx interview,,13,no,4,
MARGUERITE SMALL,PETALUMA,,Psy dx interview,,20,no,8,
NAN LINK,PALO ALTO,35,Psy dx interview,,31,no,12,
GEORGE H. HARRISON,SAN FRANCISCO,24,Psy dx interview,,11,no,10,
MICHEL M. FAIRON,SONOMA,,Psy dx interview,,11,no,8,
DIANA URMAN,SAN FRANCISCO,10,Psy dx interview,,61,no,12,
EDGAR O. ANGELONE,SAN RAFAEL,22,Psy dx interview,,152,no,10,
SEAN Y. HAUGH,SAN JOSE,20,Psy dx interview,,16,no,3,
DAVID N. OGAMI,SAN FRANCISCO,27,Psy dx interview,,17,no,11,
ANISH S. SHAH,SANTA ROSA,9,Psy dx interview,,69,no,14,
DAVID S. JOHNSON,SAN JOSE,18,Psy dx interview,,239,no,10,
DAVID M. ECHEANDIA,LIVERMORE,32,Psy dx interview,,65,no,12,
JOAN M. ALEXANDER,BERKELEY,44,Psy dx interview,,20,no,9,
MICHAEL G. WETTER,UNION CITY,15,Psy dx interview,,28,no,10,
MARY L. FLETT,SONOMA,16,Psy dx interview,,19,no,12,
MARY J. LAGUE,SANTA ROSA,14,Psy dx interview,,132,no,15,
MARIAM CORREA,OAKLAND,14,Psy dx interview,,31,no,13,
SABINE GYSENS,SAN FRANCISCO,17,Psy dx interview,,106,no,14,
MICHAEL E. MARSILI,NOVATO,,Psy dx interview,,44,no,15,
ROBERT C. BURR,MTN VIEW,51,Psy dx interview,,57,no,13,
LAWRENCE S. COHEN,BERKELEY,,Psy dx interview,,11,no,10,
BAOLING CHAI,SAN JOSE,45,Psy dx interview,,16,no,5,
TIFFANY M. ZEPEDA,CONCORD,,Psy dx interview,,16,no,5,
VICTORIA M. SNYDER,CONCORD,34,Psy dx interview,,13,no,2,
AMY J. WILLIAMS,SAN JOSE,12,Psy dx interview,,12,no,3,
DAVID J. MURPHY,SEBASTOPOL,20,Psy dx interview,,43,no,11,
BARBARA A. TURAN,SAN PABLO,,Psy dx interview,,17,no,6,
GENICA ROBBINS,ALAMEDA,5,Psy dx interview,,19,no,7,
KATHERINE L. TAYLOR,MOUNTAIN VIEW,12,Psy dx interview,,26,no,10,
JAMES W. PRINCE,SAN FRANCISCO,,Psy dx interview,,17,no,11,
MICHELE L. MCCOLM,NAPA,,Psy dx interview,,12,no,8,
MICHAEL H. DEBELLIS,SAN RAFAEL,6,Psy dx interview,,78,no,9,
THAO TRAN,BERKELEY,13,Psy dx interview,,11,no,8,
VIET X. LE,SAN JOSE,,Psy dx interview,,157,no,9,
MICHAEL G. MEADE,SAN JOSE,,Psy dx interview,,53,no,7,
MARIAN E. DALE,SAN PABLO,,Psy dx interview,,56,no,14,
JAMES A. REGGIO,SAN JOSE,10,Psy dx interview,,51,no,12,
THOMAS P. GILL,GILROY,,Psy dx interview,,26,no,10,
MARLYNA R. STEWART,PALO ALTO,11,Psy dx interview,,22,no,9,
JOCELYN KREISS,FREMONT,10,Psy dx interview,,19,no,11,
YELENA SIRBILADZE,SAN JOSE,35,Psy dx interview,,46,no,7,
ALEX C. LEUNG,BURLINGAME,,Psy dx interview,,88,no,14,
ZAAKIR YOONAS,LOS ALTOS,7,Psy dx interview,,14,no,6,
MARY RUIZ,PITTSBURG,,Psy dx interview,,38,no,7,
ROBERT P. LASSER,KENTFIELD,35,Psy dx interview,,54,no,9,
JOSHUA P. VANDERSCHAFF,SAN MATEO,12,Psy dx interview,,12,no,2,
MARYELLEN BUCKLEY,SAN FRANCISCO,,Psy dx interview,,17,no,6,
REBECCA M. CRABB,SAN FRANCISCO,6,Psy dx interview,,28,no,11,
YEON S. LEE,SAN JOSE,,Psy dx interview,,17,no,6,
GEORGE A. KRAUS,PLEASANT HILL,19,Psy dx interview,,35,no,13,
JAMES MCCURDY,SAN FRANCISCO,45,Psy dx interview,,19,no,8,
JULIE DUTTON,CAMPBELL,,Psy dx interview,,34,no,9,
CATHERINE M. MALLOUH,SAN JOSE,,Psy dx interview,,37,no,6,
JAMES B. SONDECKER,SAN LEANDRO,37,Psy dx interview,,11,no,6,
RONALD L. LEON,ANTIOCH,33,Psy dx interview,,47,yes,2,
ULRICH BERG,SAN FRANCISCO,42,Psy dx interview,334,15,no,9,
PASCUALA HUERTA,SAN JOSE,,Psy dx interview,,44,no,9,
LISA M. ALLEN,YOUNTVILLE,17,Psy dx interview,,28,no,9,
JUDITH M. QUITTMAN,SAN PABLO,15,Psy dx interview,,17,no,7,
MOUNIR BELCADI,SANTA ROSA,17,Psy dx interview,,13,no,8,
GINA MURRELL,WALNUT CREEK,9,Psy dx interview,,71,no,9,
MARK F. FRY,SAN RAFAEL,,Psy dx interview,,78,no,14,
KENNETH GEE,SAN JOSE,,Psy dx interview,,209,no,10,
JEREMY M. WILKINSON,SAN MATEO,7,Psy dx interview,,28,no,7,
PAULA I. BENDER,OAKLAND,,Psy dx interview,,38,no,7,
KRISTI MCCAHON,SAN FRANCISCO,,Psy dx interview,,19,no,9,
ANA GIRON,CONCORD,,Psy dx interview,,19,no,10,
DAVID M. KALLINGER,BERKELEY,21,Psy dx interview,,24,no,7,
JOSEPH L. CHAN,OAKLAND,32,Psy dx interview,,19,yes,0,
RICHARD J. BOWDLE,GREENBRAE,,Psy dx interview,,29,no,13,
AMY C. THOMSON,BERKELEY,8,Psy dx interview,,17,no,3,
JOHN L. HERBERT,SAN FRANCISCO,26,Psy dx interview,,26,no,7,
ROBERT AVENSON,ALBANY,33,Psycho testing by psych/phys,,128,no,14,
NITU HANS,FREMONT,13,Psycho testing by psych/phys,,90,no,11,
RICHARD P. CARUSO,SANTA ROSA,40,Psycho testing by psych/phys,,27,no,11,
RAVI PRASAD,REDWOOD CITY,,Psycho testing by psych/phys,,34,no,9,
HARVEY S. MERRIOUNS,SAN FRANCISCO,40,Psycho testing by psych/phys,,56,no,8,
HEATHER R. POUPORE-KING,REDWOOD CITY,,Psycho testing by psych/phys,,28,no,7,
DOUGLAS DRUCKER,LOS GATOS,24,Psycho testing by psych/phys,,29,no,10,
PAUL R. HEBERLEIN,SAN JOSE,25,Psytx hosp 20-30 min,,589,no,15,
WILLIAM K. MAREK,SAN RAMON,25,Psytx hosp 20-30 min,,1673,no,15,
SHERMAN B. WELDEN,SAN MATEO,,Psytx hosp 20-30 min,,1707,no,16,
TODD M. MCMANUS,FAIRFIELD,,Psytx hosp 20-30 min,,20,no,9,
SALIMA ZIMMERMAN,SEBASTOPOL,11,Psytx hosp 20-30 min,,21,no,9,
DUDLEASA S. HARRIS-THOMAS,OAKLAND,,Psytx hosp 20-30 min,,87,no,13,
CONRAD E. LARKIN,SANTA ROSA,43,Psytx hosp 20-30 min,,80,no,12,
JAMES W. KURKJIAN,SAN LEANDRO,32,Psytx hosp 20-30 min,,71,no,10,
JOHN SHEN,REDWOOD CITY,42,Psytx hosp 20-30 min,,204,no,11,
KIMBERLY A. GAUNTLETT,NOVATO,5,Psytx hosp 20-30 min,,42,no,10,
MELISSA G. STAEHLE,SAINT HELENA,11,Psytx hosp 20-30 min,,11,no,6,
GURMINDER K. SAHASI,FREMONT,,Psytx hosp 20-30 min,,31,no,9,
THERESA PHILLIPS,RICHMOND,,Psytx hosp 20-30 min,,163,no,15,
NIRMALJIT K. DHAMI,MOUNTAIN VIEW,18,Psytx hosp 20-30 min w/e&m,,50,no,7,
THOMAS W. JACKSON,NAPA,,Psytx hosp 20-30 min w/e&m,,143,no,18,
IRVING M. MITSUNAGA,SAN JOSE,,Psytx hosp 20-30 min w/e&m,,811,no,18,
BRENT HUGHEY,PLEASANTON,23,Psytx hosp 45-50 min,,35,no,6,
MICHAEL C. CHANGARIS,BERKELEY,,Psytx hosp 45-50 min,,118,no,13,
JULIE A. WOLFERT,SAN FRANCISCO,14,Psytx hosp 45-50 min,,34,no,8,
TORRI A. CAMPBELL,SAN RAFAEL,,Psytx hosp 45-50 min,,56,no,12,
SIMONE TAYLOR,BERKELEY,,Psytx hosp 45-50 min,,65,no,8,
PAUL D. YABLO,ALAMEDA,,Psytx hosp 45-50 min,,88,no,14,
MELVIN J. RABECK,CUPERTINO,22,Psytx hosp 45-50 min,,31,no,12,
EFFIE C. DOBBERTIN,OAKLAND,8,Psytx hosp 45-50 min,,1400,no,14,
PETER OPPERMANN,WALNUT CREEK,26,Psytx hosp 45-50 min,,91,no,9,
GRETA TODD,SAN MATEO,,Psytx hosp 45-50 min,,29,no,11,
ELLY LIN,SAN FRANCISCO,,Psytx hosp 45-50 min,,41,no,11,
KATHRYN FRASER,LOS GATOS,,Psytx hosp 45-50 min,,101,no,15,
TERESA E. THOMAS,ALAMEDA,,Psytx hosp 45-50 min,,51,no,8,
MAELINDA N. TURNER,OAKLAND,16,Psytx hosp 45-50 min,,15,no,6,
MICHAEL U. LEVINSON,SAN FRANCISCO,31,Psytx hosp 45-50 min w/e&m,,247,no,17,
CECIL A. BRADLEY,SAN JOSE,,Psytx hosp 45-50 min w/e&m,,35,no,15,
CHARLES E. XUEREB,MOUNTAIN VIEW,34,Psytx hosp 45-50 min w/e&m,,340,no,14,
BRIGITTE A. APFEL,MILL VALLEY,31,Psytx hosp 45-50 min w/e&m,,149,no,14,
COREY A. PRIESMAN,SAN FRANCISCO,,Psytx hosp 45-50 min w/e&m,,160,no,14,
RICHARD ZUNIGA,SAN FRANCISCO,,Psytx hosp 45-50 min w/e&m,,28,no,5,
WILLIAM GLATT,SOUTH SAN FRANCISCO,50,Psytx hosp 45-50 min w/e&m,268,76,no,10,
MORRIS KACE,SAN MATEO,,Psytx hosp 45-50 min w/e&m,,275,no,13,
HIDEKI P. CHIN,SAN FRANCISCO,19,Psytx hosp 75-80 min w/e&m,,15,no,7,
ALAN J. COHEN,SAN LEANDRO,32,Psytx off 20-30 min w/e&m,,57,no,7,
WILLIAM A. ANDERSON,SAN FRANCISCO,,Psytx off 20-30 min w/e&m,,354,no,15,
WEI-LI HSU,OAKLAND,13,Psytx off 20-30 min w/e&m,,65,no,13,
PHUONG-THUY T. LE,SAN JOSE,,Psytx off 20-30 min w/e&m,,18,no,5,
DAVID E. COHN,OAKLAND,46,Psytx off 20-30 min w/e&m,,22,no,5,
GORDON C. PRESTON,SAN ANSELMO,,Psytx off 20-30 min w/e&m,,47,no,12,
TATYANA YASNOVSKY,SAN FRANCISCO,51,Psytx off 20-30 min w/e&m,,558,no,18,
MARY G. BURKE,SAN FRANCISCO,26,Psytx off 20-30 min w/e&m,,52,no,7,
DEEPAK K. RAO,WALNUT CREEK,20,Psytx off 20-30 min w/e&m,,311,no,11,
MICHAEL J. SCHWAB,WALNUT CREEK,,Psytx off 20-30 min w/e&m,,96,no,16,
JOHN G. ROSENBERG,BERKELEY,32,Psytx off 20-30 min w/e&m,,151,no,11,
CHARLES HUDSON,CALISTOGA,43,Psytx off 20-30 min w/e&m,,560,no,12,
ELIZABETH L. WARD,PALO ALTO,11,Psytx off 20-30 min w/e&m,,400,no,12,
GALE HYLTON,PALO ALTO,30,Psytx off 20-30 min w/e&m,,81,no,9,
YASIN MANSOOR,SAN LEANDRO,25,Psytx off 20-30 min w/e&m,,48,no,13,
MATTHEW P. WHITE,BERKELEY,,Psytx off 20-30 min w/e&m,,47,no,11,
RAGHUNATH BANSAL,VACAVILLE,15,Psytx off 20-30 min w/e&m,,34,no,7,
WILLIAM S. SASTRY,PALO ALTO,,Psytx off 20-30 min w/e&m,,116,no,18,
JUANCHITO D. CRISOSTOMO,DALY CITY,36,Psytx off 20-30 min w/e&m,,25,no,6,
CALVIN YANG,SARATOGA,,Psytx off 20-30 min w/e&m,,226,no,19,
DONALD H. STANFORD,BERKELEY,46,Psytx off 20-30 min w/e&m,572,160,no,9,
RAYMOND S. RUZICANO,WALNUT CREEK,39,Psytx off 20-30 min w/e&m,,94,no,15,
